DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,cnt,MIN_DIST
WEB,J18CA3B591B6561690,movie_國賓,WEB_231,1,11
WEB,P17DA894E3371C939C,movie_ez訂,WEB_106,1,26
WEB,B238A0A51AAEB16FEA,movie_日新,WEB_294,1,3
WEB,A213F7D4B0ABF9635B,movie_in89,WEB_194,1,4
WEB,F27356E70A6930F99C,movie_ez訂,WEB_106,1,27
WEB,D1E844C30D08C1648C,BANNER_飯店精選,WEB_60,2,26
WEB,V218DA6591CA909D08,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,2,7
WEB,NA,LINE Pay最高回饋15%，首次綁定送50,WEB_104,1,22
WEB,F2D9D7D5E7285E6F45,movie_ez訂,WEB_106,1,5
WEB,C1D7E94E07DDFE2C3F,LINE Pay最高回饋15%，首次綁定送50,WEB_104,1,22
WEB,F25563F766F438F562,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,2
WEB,R10268263B1A54407C,movie_in89駁二,WEB_202,1,20
WEB,C1751931E569C5EF36,中油直營站刷卡加油享0.5%現金回饋,WEB_470,1,13
WEB,N2AE54BBF44F6546C3,movie_ez訂,WEB_106,1,6
WEB,A14717BB942E17D4A7,movie_ez訂,WEB_106,1,24
WEB,N179DDF8C0D0D822CD,movie_國賓,WEB_231,1,26
